transaction_id,date,amount
937,8/18/2024,$638.84 
938,11/7/2025,$516.28 
939,8/23/2025,$475.48 
940,4/24/2025,$184.70 
941,3/30/2025,$601.16 
942,9/27/2025,$47.28 
943,5/29/2025,$926.31 
944,10/15/2024,$708.62 
945,7/5/2025,$168.26 
946,12/6/2024,$414.65 
947,5/7/2025,$532.33 
948,9/14/2024,$530.74 
949,8/11/2025,$643.35 
950,11/8/2024,$695.92 
951,5/21/2025,$495.20 
952,10/17/2024,$725.89 
953,11/21/2025,$371.59 
954,7/8/2025,$488.55 
955,4/3/2025,$714.73 
956,10/24/2025,$183.16 
957,5/29/2025,$822.47 
958,5/9/2025,$148.43 
959,2/25/2025,$78.22 
960,2/17/2025,$376.15 
961,11/9/2025,$285.36 
962,9/7/2025,$740.84 
963,5/16/2025,$378.89 
964,7/28/2025,$185.81 
965,8/29/2024,$858.45 
966,11/21/2024,$561.74 
967,3/8/2025,$140.16 
968,4/8/2025,$603.22 
969,1/24/2025,$2.92 
970,12/3/2025,$49.86 
971,12/8/2024,$241.24 
972,8/19/2024,$913.40 
973,10/14/2024,$392.12 
974,9/1/2024,$552.65 
975,9/7/2025,$391.53 
976,8/17/2025,$71.93 
977,11/4/2024,$450.05 
978,6/5/2025,$40.57 
979,11/17/2024,$561.73 
980,8/7/2025,$579.02 
981,7/11/2025,$651.31 
982,8/20/2024,$503.71 
983,8/10/2024,$206.09 
984,3/12/2025,$344.69 
985,11/17/2025,$66.80 
986,10/20/2025,$875.88 
987,9/25/2024,$308.90 
988,8/10/2024,$608.05 
989,5/11/2025,$804.00 
990,4/23/2025,$711.83 
991,9/11/2024,$666.02 
992,6/3/2025,$629.73 
993,12/9/2024,$556.85 
994,5/5/2025,$222.43 
995,8/12/2024,$252.33 
996,3/29/2025,$83.42 
997,9/1/2024,$488.43 
998,10/28/2024,$443.04 
999,9/27/2025,$855.22 
1000,5/21/2025,$417.50 
